GEOID,county,Obama,Romney,total
40013,BRYAN,3681,9520,13201
40015,CADDO,3164,5687,8851
40017,CANADIAN,10537,35625,46162
40019,CARTER,4908,12214,17122
40021,CHEROKEE,6144,8162,14306
40023,CHOCTAW,1494,3572,5066
40025,CIMARRON,115,1082,1197
40027,CLEVELAND,34771,59116,93887
40029,COAL,649,1710,2359
40031,COMANCHE,12521,17664,30185
40033,COTTON,657,1796,2453
40035,CRAIG,1747,3559,5306
40037,CREEK,7128,18986,26114
40039,CUSTER,2359,7446,9805
40041,DELAWARE,4196,10080,14276
40043,DEWEY,301,1792,2093
40045,ELLIS,226,1575,1801
40047,GARFIELD,4733,15177,19910
40049,GARVIN,2559,6925,9484
40051,GRADY,4786,14833,19619
40053,GRANT,393,1675,2068
40055,GREER,488,1344,1832
40057,HARMON,264,659,923
40059,HARPER,173,1261,1434
40061,HASKELL,1175,3069,4244
40063,HUGHES,1370,2838,4208
40065,JACKSON,1954,5965,7919
40067,JEFFERSON,605,1634,2239
40069,JOHNSTON,1137,2649,3786
40071,KAY,4627,11499,16126
40073,KINGFISHER,898,4870,5768
40075,KIOWA,1106,2316,3422
40077,LATIMER,1170,2628,3798
40079,"LE FLORE",4662,11177,15839
40081,LINCOLN,3273,9553,12826
40083,LOGAN,4724,12314,17038
40085,LOVE,1034,2436,3470
40087,McCLAIN,3194,11112,14306
40089,McCURTAIN,2440,7635,10075
40091,McINTOSH,2779,4509,7288
40093,MAJOR,446,2700,3146
40095,MARSHALL,1396,3744,5140
40097,MAYES,4823,9637,14460
40099,MURRAY,1540,3606,5146
40101,MUSKOGEE,9952,13404,23356
40103,NOBLE,1143,3488,4631
40105,NOWATA,1244,2832,4076
40107,OKFUSKEE,1256,2335,3591
40109,OKLAHOMA,106982,149728,256710
40111,OKMULGEE,5432,7731,13163
40113,OSAGE,6704,11242,17946
40115,OTTAWA,3509,6466,9975
40117,PAWNEE,1813,4232,6045
40119,PAYNE,9198,16481,25679
40121,PITTSBURG,4831,10841,15672
40123,PONTOTOC,3947,8945,12892
40125,POTTAWATOMIE,7188,16250,23438
40127,PUSHMATAHA,1043,3087,4130
40129,"ROGER MILLS",272,1402,1674
40131,ROGERS,9148,27553,36701
40133,SEMINOLE,2600,4856,7456
40135,SEQUOYAH,4193,9578,13771
40137,STEPHENS,3939,12908,16847
40139,TEXAS,862,4930,5792
40141,TILLMAN,906,1815,2721
40143,TULSA,82744,145062,227806
40145,WAGONER,7791,20900,28691
40147,WASHINGTON,5532,15668,21200
40149,WASHITA,822,3494,4316
40151,WOODS,671,2727,3398
40153,WOODWARD,1133,5945,7078
41001,Baker,2369,5702,8448
41003,Benton,27776,14991,44802
41005,Clackamas,95493,88592,189332
41007,Clatsop,9861,7249,17818
41009,Columbia,12004,10772,23875
41011,Coos,12845,14673,28686
41013,Crook,3104,6790,10230
41015,Curry,4625,6598,11678
41017,Deschutes,36961,42463,81900
41019,Douglas,17145,30776,49803
41021,Gilliam,371,639,1061
41023,Grant,853,2926,3911
41025,Harney,832,2607,3583
41027,"Hood River",6058,3429,9838
41029,Jackson,44468,49020,97127
41031,Jefferson,3301,4642,8175
41033,Josephine,14953,23673,40238
41035,Klamath,8302,18898,28152
41037,Lake,770,2808,3710
41039,Lane,102652,62509,171850
41041,Lincoln,13401,8686,22984
41043,Linn,20378,28944,51426
41045,Malheur,2759,6851,9956
41047,Marion,56376,60190,120376
41049,Morrow,1202,2532,3882
41051,Multnomah,274887,75302,364722
41053,Polk,16292,17819,35257
41055,Sherman,319,678,1026
41057,Tillamook,6293,5684,12519
41059,Umatilla,8584,15499,24969
41061,Union,3973,7636,12070
41063,Wallowa,1253,2804,4205
41065,Wasco,5211,5229,10873
41067,Washington,135291,93974,237023
41069,Wheeler,266,545,858
41071,Yamhill,19260,22045,42907
42001,Adams,15091,26767,42457
42003,Allegheny,352687,262039,622081
42005,Armstrong,9045,20142,29602
42007,Beaver,37055,42344,80474
42009,Bedford,4788,16702,21697
42011,Berks,83011,84702,170320
42013,Blair,16276,33319,50241
42015,Bradford,8624,14410,23426
42017,Bucks,160521,156579,321016
42019,Butler,28550,59761,89445
42021,Cambria,24249,35163,60526
42023,Cameron,724,1359,2111
42025,Carbon,11580,13504,25581
42027,Centre,34176,34001,69626
42029,Chester,124311,124840,251973
42031,Clarion,5056,10828,16186
42033,Clearfield,11121,20347,31967
42035,Clinton,5734,7303,13265
42037,Columbia,10937,14236,25623
42039,Crawford,13883,20901,35388
42041,Cumberland,44367,64809,110814
42043,Dauphin,64965,57450,124008
42045,Delaware,171792,110853,285564
42047,Elk,5463,7579,13238
42049,Erie,68036,49025,118619
42051,Fayette,21971,26018,48505
42053,Forest,896,1383,2312
42055,Franklin,18995,43260,63078
42057,Fulton,1310,4814,6195
42059,Greene,5852,8428,14464
42061,Huntingdon,5409,11979,17639
42063,Indiana,14473,21257,36321
42065,Jefferson,4787,13048,18097
42067,Juniata,2547,6862,9535
42069,Lackawanna,61838,35085,98015
42071,Lancaster,88481,130669,222436
42073,Lawrence,17513,21047,39036
42075,Lebanon,19900,35872,56580
42077,Lehigh,78283,66874,147002
42079,Luzerne,64307,58325,124439
42081,Lycoming,15203,30658,46493
42083,McKean,5297,9545,15108
42085,Mercer,24232,25925,50863
42087,Mifflin,4273,11939,16371
42089,Monroe,35221,26867,62917
42091,Montgomery,233356,174381,412200
42093,Montour,3053,4652,7831
42095,Northampton,67606,61446,130735
42097,Northumberland,13072,19518,33212
42099,Perry,5685,13120,19128
42101,Philadelphia,588806,96467,690327
42103,Pike,10210,12786,23279
42105,Potter,1897,5231,7242
42107,Schuylkill,24546,32278,57727
42109,Snyder,4687,10073,15002
42111,Somerset,9436,23984,33942
42113,Sullivan,1034,1868,2949
42115,Susquehanna,6935,10800,18044
42117,Tioga,5357,11342,17004
42119,Union,6109,9896,16268
42121,Venango,7945,13815,22167
42123,Warren,6995,10010,17299
42125,Washington,40345,53230,94750
42127,Wayne,8396,12896,21607
42129,Westmoreland,63722,103932,169572
42131,Wyoming,5061,6587,11872
42133,York,73191,113304,189229
44001,Bristol,14974,9231,24676
44003,Kent,45564,31567,78923
44005,Newport,23463,15202,39452
44007,Providence,159520,75785,239786
44009,Washington,35888,25366,62879
45001,Abbeville,4543,5981,10671
45003,Aiken,25322,44042,70363
45005,Allendale,3297,838,4163
45007,Anderson,22405,48709,72212
45009,Bamberg,4624,2194,6882
45011,Barnwell,5188,4659,9923
45013,Beaufort,29848,42687,73297
45015,Berkeley,28542,38475,68195
45017,Calhoun,4045,3707,7834
45019,Charleston,81487,77629,161707
45021,Cherokee,7231,13314,20773
45023,Chester,7891,6367,14407
45025,Chesterfield,7958,8490,16594
45027,Clarendon,9091,7071,16292
45029,Colleton,8475,8443,17086
45031,Darlington,15457,14434,30150
45033,Dillon,7523,5427,13035
45035,Dorchester,23445,32531,56855
45037,Edgefield,4967,6512,11586
45039,Fairfield,7777,3999,11895
45041,Florence,28614,28961,58122
45043,Georgetown,14163,16526,30965
45045,Greenville,68070,121685,193189
45047,Greenwood,11972,16348,28672
45049,Hampton,5834,3312,9206
45051,Horry,38885,72127,112393
45053,Jasper,5757,4169,10021
45055,Kershaw,11259,16324,27946
45057,Lancaster,13419,19333,33144
45059,Laurens,10318,14746,25416
45061,Lee,5977,2832,8907
45063,Lexington,34148,76662,112623
45065,McCormick,2653,2467,5160
45067,Marion,9688,5164,14986
45069,Marlboro,6100,3676,9853
45071,Newberry,6913,9260,16351
45073,Oconee,8550,21611,30666
45075,Orangeburg,30720,12022,43041
45077,Pickens,11156,33474,45549
45079,Richland,103989,53105,159154
45081,Saluda,3328,5135,8564
45083,Spartanburg,41461,66969,109906
45085,Sumter,27589,19274,47309
45087,Union,5796,6584,12541
45089,Williamsburg,11335,4824,16304
45091,York,39131,59546,100210
46003,Aurora,556,804,1400
46005,Beadle,2881,4230,7263
46007,Bennett,548,626,1203
46009,"Bon Homme",1167,1830,3074
46011,Brookings,5827,6220,12400
46013,Brown,7250,8321,16068
46015,Brule,824,1499,2379
46017,Buffalo,472,166,641
46019,Butte,1002,3073,4208
46021,Campbell,153,616,787
46023,"Charles Mix",1483,2230,3764
46025,Clark,713,1067,1821
46027,Clay,2955,2147,5234
46029,Codington,4588,6696,11524
46031,Corson,648,515,1200
46033,Custer,1335,3062,4520
46035,Davison,3042,4757,7971
46037,Day,1497,1320,2873
46039,Deuel,941,1175,2171
46041,Dewey,1207,663,1895
46043,Douglas,332,1334,1690
46045,Edmunds,622,1264,1936
46047,"Fall River",1140,2258,3516
46049,Faulk,331,765,1127
46051,Grant,1493,2034,3606
46053,Gregory,599,1507,2151
46055,Haakon,138,940,1092
46057,Hamlin,921,1803,2793
46059,Hand,575,1242,1848
46061,Hanson,760,1627,2416
46063,Harding,82,638,739
46065,Hughes,2786,5219,8155
46067,Hutchinson,923,2451,3425
46069,Hyde,189,531,733
46071,Jackson,426,661,1106
46073,Jerauld,452,538,1006
46075,Jones,108,490,609
46077,Kingsbury,1092,1451,2608
46079,Lake,2724,3419,6285
46081,Lawrence,3973,7025,11359
46083,Lincoln,7982,13611,21952
46085,Lyman,605,933,1569
46087,McCook,905,1655,2613
46089,McPherson,272,921,1215
46091,Marshall,1061,889,1987
46093,Meade,2928,7566,10817
46095,Mellette,375,381,769
46097,Miner,479,636,1140
46099,Minnehaha,34674,40342,76583
46101,Moody,1429,1535,3033
46103,Pennington,15125,28232,44464
46105,Perkins,319,1205,1590
46107,Potter,339,1029,1381
46109,Roberts,2302,1883,4256
46111,Sanborn,389,688,1115
46113,Shannon,2937,188,3145
46115,Spink,1300,1670,3041
46117,Stanley,435,1063,1540
46119,Sully,186,613,818
46121,Todd,1976,498,2497
46123,Tripp,737,1905,2691
46125,Turner,1411,2715,4210
46127,Union,2782,4698,7596
46129,Walworth,671,1731,2462
46135,Yankton,4226,5495,9974
46137,Ziebach,439,314,761
47001,ANDERSON,10122,18968,29659
47003,BEDFORD,4211,10034,14445
47005,BENTON,2258,3850,6226
47007,BLEDSOE,1267,3022,4359
47009,BLOUNT,12934,35441,49234
47011,BRADLEY,8037,27422,35963
47013,CAMPBELL,3328,8604,12101
47015,CANNON,1564,3309,4973
47017,CARROLL,3475,7225,10851
47019,CARTER,4789,15503,20617
47021,CHEATHAM,4659,10268,15182
47023,CHESTER,1624,4684,6410
47025,CLAIBORNE,2433,7617,10178
47027,CLAY,1037,1747,2820
47029,COCKE,2804,8459,11454
47031,COFFEE,5870,13023,19259
47033,CROCKETT,1669,3783,5498
47035,CUMBERLAND,6261,18653,25247
47037,DAVIDSON,143120,97622,244873
47039,DECATUR,1303,2874,4251
47041,DEKALB,2174,4143,6422
47043,DICKSON,6233,11296,17835
47045,DYER,3757,9921,13800
47047,FAYETTE,6688,12689,19574
47049,FENTRESS,1561,5243,6895
47051,FRANKLIN,5603,10262,16119
47053,GIBSON,6564,12883,19667
47055,GILES,3760,6915,10799
47057,GRAINGER,1668,5470,7252
47059,GREENE,6225,17245,23887
47061,GRUNDY,1643,2516,4237
47063,HAMBLEN,5234,14522,20032
47065,HAMILTON,58836,79933,141181
47067,HANCOCK,475,1527,2046
47069,HARDEMAN,5482,4865,10439
47071,HARDIN,2467,7886,10495
47073,HAWKINS,5088,14382,19797
47075,HAYWOOD,4569,2960,7569
47077,HENDERSON,2517,7421,10055
47079,HENRY,4339,8193,12739
47081,HICKMAN,2698,4758,7602
47083,HOUSTON,1400,1579,3027
47085,HUMPHREYS,2905,3833,6863
47087,JACKSON,1739,2383,4184
47089,JEFFERSON,4232,13038,17559
47091,JOHNSON,1483,4611,6194
47093,KNOX,59399,109707,172507
47095,LAKE,884,1163,2087
47097,LAUDERDALE,4011,4616,8689
47099,LAWRENCE,4237,10770,15219
47101,LEWIS,1447,3117,4694
47103,LINCOLN,3290,9803,13268
47105,LOUDON,5058,16707,22073
47107,MCMINN,4609,12967,17834
47109,MCNAIRY,2645,7015,9802
47111,MACON,1552,5260,6905
47113,MADISON,18367,21993,40702
47115,MARION,3953,6272,10409
47117,MARSHALL,3725,6832,10741
47119,MAURY,11825,20708,33006
47121,MEIGS,1163,2734,3964
47123,MONROE,4372,11731,16338
47125,MONTGOMERY,24499,30245,55584
47127,MOORE,705,2053,2799
47129,MORGAN,1725,4669,6504
47131,OBION,3321,8814,12297
47133,OVERTON,2805,4775,7664
47135,PERRY,992,1578,2621
47137,PICKETT,712,1712,2453
47139,POLK,1856,4108,6059
47141,PUTNAM,7802,17254,25500
47143,RHEA,2628,7802,10590
47145,ROANE,6018,14724,21090
47147,ROBERTSON,8290,17643,26289
47149,RUTHERFORD,36414,60846,98848
47151,SCOTT,1452,5117,6668
47153,SEQUATCHIE,1489,3541,5142
47155,SEVIER,7418,25984,33864
47157,SHELBY,232443,135649,371109
47159,SMITH,2470,4495,7087
47161,STEWART,2069,2963,5115
47163,SULLIVAN,15321,43562,59887
47165,SUMNER,18579,46003,65366
47167,TIPTON,7133,16672,24081
47169,TROUSDALE,1240,1612,2905
47171,UNICOI,1913,5032,7086
47173,UNION,1478,4282,5828
47175,"VAN BUREN",875,1386,2300
47177,WARREN,4752,8010,13015
47179,WASHINGTON,14325,32808,48032
47181,WAYNE,1163,4253,5486
47183,WEAKLEY,3548,8605,12337
47185,WHITE,2795,6197,9140
47187,WILLIAMSON,25142,69850,96225
47189,WILSON,14695,36109,51499
48001,ANDERSON,3813,12262,16212
48003,ANDREWS,795,3639,4482
48005,ANGELINA,7834,20303,28406
48007,ARANSAS,2704,6830,9648
48009,ARCHER,525,3600,4164
48011,ARMSTRONG,98,828,935
48013,ATASCOSA,5133,7461,12721
48015,AUSTIN,2252,9265,11649
48017,BAILEY,466,1339,1816
48019,BANDERA,1864,7426,9448
48021,BASTROP,9864,14033,24481
48023,BAYLOR,267,1297,1592
48025,BEE,3452,4356,7879
48027,BELL,35512,49574,86206
48029,BEXAR,264856,241617,513681
48031,BLANCO,1220,3638,4973
48033,BORDEN,32,324,363
48035,BOSQUE,1367,5885,7356
48037,BOWIE,10196,24869,35404
48039,BRAZORIA,34421,70862,106739
48041,BRAZOS,17477,37209,55962
48043,BREWSTER,1765,1976,3867
48045,BRISCOE,117,578,702
48047,BROOKS,1886,507,2403
48049,BROWN,1904,11895,13947
48051,BURLESON,1705,4671,6456
48053,BURNET,3674,12843,16796
48055,CALDWELL,4791,6021,11068
48057,CALHOUN,2410,4144,6648
48059,CALLAHAN,751,4378,5197
48061,CAMERON,49975,26099,76895
48063,CAMP,1428,2881,4335
48065,CARSON,292,2451,2778
48067,CASS,2924,8763,11788
48069,CASTRO,630,1470,2119
48071,CHAMBERS,2790,11787,14735
48073,CHEROKEE,3875,12094,16126
48075,CHILDRESS,320,1665,1996
48077,CLAY,740,4266,5057
48079,COCHRAN,256,649,917
48081,COKE,179,1218,1408
48083,COLEMAN,442,3012,3492
48085,COLLIN,101415,196888,302821
48087,COLLINGSWORTH,177,962,1150
48089,COLORADO,2029,6026,8117
48091,COMAL,11450,39318,51529
48093,COMANCHE,890,3944,4906
48095,CONCHO,194,793,1001
48097,COOKE,2246,11951,14351
48099,CORYELL,5158,11220,16604
48101,COTTLE,180,555,741
48103,CRANE,275,985,1283
48105,CROCKETT,480,957,1457
48107,CROSBY,639,1132,1787
48109,CULBERSON,568,295,879
48111,DALLAM,253,1248,1534
48113,DALLAS,405571,295813,710117
48115,DAWSON,1019,2591,3642
48117,"DEAF SMITH",1239,3042,4309
48119,DELTA,454,1524,2018
48121,DENTON,80978,157579,242781
48123,DEWITT,1467,5122,6638
48125,DICKENS,216,793,1019
48127,DIMMIT,2141,762,2917
48129,DONLEY,226,1287,1535
48131,DUVAL,3331,980,4344
48133,EASTLAND,970,5444,6495
48135,ECTOR,8118,24010,32513
48137,EDWARDS,232,642,884
48139,ELLIS,13881,39574,54151
48141,"EL PASO",112952,57150,172412
48143,ERATH,1965,10329,12473
48145,FALLS,2033,3356,5434
48147,FANNIN,2486,8161,10804
48149,FAYETTE,2315,8106,10551
48151,FISHER,512,1094,1629
48153,FLOYD,551,1523,2085
48155,FOARD,140,348,495
48157,"FORT BEND",101144,116126,219489
48159,FRANKLIN,751,3446,4257
48161,FREESTONE,1850,5646,7570
48163,FRIO,2376,1559,3968
48165,GAINES,535,3484,4066
48167,GALVESTON,39511,69059,110078
48169,GARZA,279,1263,1560
48171,GILLESPIE,2055,10306,12550
48173,GLASSCOCK,44,526,578
48175,GOLIAD,1127,2294,3458
48177,GONZALES,1777,4216,6057
48179,GRAY,886,6443,7389
48181,GRAYSON,10670,30936,42264
48183,GREGG,12398,28742,41507
48185,GRIMES,2339,6141,8601
48187,GUADALUPE,15744,33117,49514
48189,HALE,2243,6490,8854
48191,HALL,265,832,1109
48193,HAMILTON,591,2918,3552
48195,HANSFORD,159,1788,1962
48197,HARDEMAN,302,1176,1495
48199,HARDIN,3359,17746,21297
48201,HARRIS,587044,586073,1188585
48203,HARRISON,8456,17512,26170
48205,HARTLEY,184,1708,1913
48207,HASKELL,553,1424,2013
48209,HAYS,25537,31661,59011
48211,HEMPHILL,192,1298,1509
48213,HENDERSON,6106,21231,27627
48215,HIDALGO,97969,39865,139159
48217,HILL,2752,9132,12045
48219,HOCKLEY,1486,5546,7134
48221,HOOD,3843,18409,22535
48223,HOPKINS,2777,9836,12753
48225,HOUSTON,2265,5880,8214
48227,HOWARD,2110,6453,8695
48229,HUDSPETH,379,471,863
48231,HUNT,6671,21011,28049
48233,HUTCHINSON,1045,6804,7928
48235,IRION,112,668,788
48237,JACK,303,2580,2908
48239,JACKSON,1070,3906,5025
48241,JASPER,3423,9957,13517
48243,"JEFF DAVIS",440,719,1192
48245,JEFFERSON,44668,43242,88627
48247,"JIM HOGG",1301,356,1667
48249,"JIM WELLS",6492,4598,11166
48251,JOHNSON,10496,37661,48838
48253,JONES,1226,4262,5567
48255,KARNES,1325,2825,4185
48257,KAUFMAN,9472,24846,34670
48259,KENDALL,3043,14508,17783
48261,KENEDY,82,84,167
48263,KENT,66,335,405
48265,KERR,4338,17274,21879
48267,KIMBLE,217,1667,1892
48269,KING,5,139,145
48271,KINNEY,522,880,1425
48273,KLEBERG,4754,4058,8907
48275,KNOX,332,1160,1510
48277,LAMAR,4181,12826,17197
48279,LAMB,998,3058,4091
48281,LAMPASAS,1479,5621,7204
48283,"LA SALLE",965,669,1646
48285,LAVACA,1428,6796,8294
48287,LEE,1632,4507,6221
48289,LEON,1062,5814,6945
48291,LIBERTY,5202,17323,22746
48293,LIMESTONE,2208,5288,7563
48295,LIPSCOMB,119,1044,1168
48297,"LIVE OAK",919,3154,4113
48299,LLANO,1822,7610,9558
48301,LOVING,9,54,64
48303,LUBBOCK,26271,63469,91184
48305,LYNN,506,1439,1959
48307,MCCULLOCH,537,2419,2993
48309,MCLENNAN,25694,47903,74541
48311,MCMULLEN,67,431,503
48313,MADISON,967,3028,4028
48315,MARION,1495,2733,4282
48317,MARTIN,248,1368,1624
48319,MASON,380,1565,1968
48321,MATAGORDA,3980,8040,12133
48323,MAVERICK,8303,2171,10563
48325,MEDINA,4784,11079,16049
48327,MENARD,171,665,849
48329,MIDLAND,8286,35689,44597
48331,MILAM,2636,5481,8230
48333,MILLS,279,1882,2201
48335,MITCHELL,538,1756,2316
48337,MONTAGUE,1116,6549,7751
48339,MONTGOMERY,32920,137969,173113
48341,MOORE,964,3968,4985
48343,MORRIS,1858,3232,5139
48345,MOTLEY,55,538,600
48347,NACOGDOCHES,6465,13925,20653
48349,NAVARRO,4350,10847,15364
48351,NEWTON,1677,4112,5869
48353,NOLAN,1216,3282,4575
48355,NUECES,45772,48966,96104
48357,OCHILTREE,253,2719,2993
48359,OLDHAM,71,790,869
48361,ORANGE,6800,23366,30518
48363,"PALO PINTO",1811,7393,9337
48365,PANOLA,2211,7950,10230
48367,PARKER,7853,39243,47694
48369,PARMER,529,2011,2554
48371,PECOS,1591,2512,4150
48373,POLK,4859,14071,19134
48375,POTTER,7126,18918,26450
48377,PRESIDIO,1282,504,1817
48379,RAINS,761,3279,4087
48381,RANDALL,7574,41447,49696
48383,REAGAN,158,676,843
48385,REAL,277,1236,1535
48387,"RED RIVER",1482,3549,5074
48389,REEVES,1655,1188,2877
48391,REFUGIO,998,1663,2677
48393,ROBERTS,33,468,508
48395,ROBERTSON,2798,4419,7287
48397,ROCKWALL,8120,27113,35678
48399,RUNNELS,519,3104,3668
48401,RUSK,4451,13924,18546
48403,SABINE,807,3727,4578
48405,"SAN AUGUSTINE",1193,2469,3690
48407,"SAN JACINTO",2410,7107,9616
48409,"SAN PATRICIO",7856,12005,20078
48411,"SAN SABA",323,1905,2259
48413,SCHLEICHER,221,787,1017
48415,SCURRY,838,4124,5027
48417,SHACKELFORD,131,1218,1363
48419,SHELBY,2322,6879,9284
48421,SHERMAN,121,908,1038
48423,SMITH,21456,57331,79601
48425,SOMERVELL,613,2871,3538
48427,STARR,10260,1547,11883
48429,STEPHENS,475,2892,3412
48431,STERLING,31,459,494
48433,STONEWALL,160,507,675
48435,SUTTON,369,1110,1489
48437,SWISHER,579,1655,2270
48439,TARRANT,253071,348920,610890
48441,TAYLOR,9750,32904,43263
48443,TERRELL,184,358,555
48445,TERRY,1059,2602,3709
48447,THROCKMORTON,109,700,813
48449,TITUS,2648,6084,8854
48451,"TOM GREEN",9294,26878,36720
48453,TRAVIS,232788,140152,387057
48455,TRINITY,1614,4537,6235
48457,TYLER,1668,5910,7654
48459,UPSHUR,2971,12015,15138
48461,UPTON,333,953,1300
48463,UVALDE,3825,4529,8435
48465,"VAL VERDE",6285,5635,12081
48467,"VAN ZANDT",3084,15794,19100
48469,VICTORIA,8802,19692,28853
48471,WALKER,6252,12140,18685
48473,WALLER,6514,9244,15902
48475,WARD,841,2366,3245
48477,WASHINGTON,3381,10857,14397
48479,WEBB,37597,11078,49110
48481,WHARTON,4235,9750,14087
48483,WHEELER,232,1878,2128
48485,WICHITA,10525,29812,41018
48487,WILBARGER,971,2956,3980
48489,WILLACY,3600,1416,5064
48491,WILLIAMSON,61875,97006,163271
48493,WILSON,4821,12218,17205
48495,WINKLER,398,1311,1725
48497,WISE,3221,17207,20745
48499,WOOD,3056,14351,17581
48501,YOAKUM,409,1698,2128
48503,YOUNG,992,6225,7316
48505,ZAPATA,2527,997,3543
48507,ZAVALA,3042,574,3653
49001,Beaver,346,2174,2560
49003,"Box Elder",1984,17101,19408
49005,Cache,6244,35039,42293
49007,Carbon,2275,5090,7567
49009,Daggett,94,406,520
49011,Davis,21889,96861,121069
49013,Duchesne,581,5698,6379
49015,Emery,569,3777,4449
49017,Garfield,308,1832,2182
49019,Grand,1727,1996,3950
49021,Iron,2148,14200,16701
49023,Juab,451,3448,3972
49025,Kane,744,2522,3371
49027,Millard,431,4478,5026
49029,Morgan,403,4114,4597
49031,Piute,74,697,782
49033,Rich,83,915,1007
49035,"Salt Lake",146147,223811,381799
49037,"San Juan",2139,3074,5307
49039,Sanpete,980,8406,9547
49041,Sevier,738,7207,8069
49043,Summit,8072,8884,17488
49045,Tooele,4524,14268,19261
49047,Uintah,997,10421,11583
49049,Utah,17281,156950,177713
49051,Wasatch,2191,7220,9589
49053,Washington,8337,44698,54012
49055,Wayne,215,1089,1327
49057,Weber,19841,54224,75912
50001,Addison,12257,5203,17910
50003,Bennington,11514,5687,17593
50005,Caledonia,8192,5088,13661
50007,Chittenden,53626,21571,77080
50009,Essex,1539,1164,2798
50011,Franklin,12057,7405,19888
50013,"Grand Isle",2531,1471,4075
50015,Lamoille,8371,3342,11988
50017,Orange,9076,4588,14053
50019,Orleans,7117,4306,11692
50021,Rutland,17088,10835,28609
50023,Washington,20351,8093,29307
50025,Windham,16026,5347,21937
50027,Windsor,19494,8598,28699
51001,ACCOMACK,7655,8213,16051
51003,ALBEMARLE,29757,23297,53907
51005,ALLEGHANY,3403,3595,7173
51007,AMELIA,2490,4331,6915
51009,AMHERST,5900,8876,14970
51011,APPOMATTOX,2453,5340,7935
51013,ARLINGTON,81269,34474,117608
51015,AUGUSTA,9451,23624,33672
51017,BATH,894,1274,2223
51019,"BEDFORD COUNTY",10209,26679,37425
51021,BLAND,735,2144,2948
51023,BOTETOURT,5452,12479,18241
51025,BRUNSWICK,4994,2968,8037
51027,BUCHANAN,3094,6436,9646
51029,BUCKINGHAM,3750,3569,7457
51031,CAMPBELL,7595,17695,25696
51033,CAROLINE,7276,6151,13652
51035,CARROLL,3685,8736,12918
51036,"CHARLES CITY",2772,1396,4232
51037,CHARLOTTE,2503,3311,5898
51041,CHESTERFIELD,77694,90934,170988
51043,CLARKE,3239,4296,7762
51045,CRAIG,830,1757,2667
51047,CULPEPER,8285,11580,20211
51049,CUMBERLAND,2422,2538,5048
51051,DICKENSON,2473,4274,6904
51053,DINWIDDIE,6550,6875,13589
51057,ESSEX,3016,2602,5675
51059,"FAIRFAX COUNTY",315273,206773,529287
51061,FAUQUIER,13965,21034,35555
51063,FLOYD,2732,4673,7644
51065,FLUVANNA,5893,6678,12749
51067,"FRANKLIN COUNTY",9090,16718,26707
51069,FREDERICK,12690,22858,36394
51071,GILES,2730,4660,7558
51073,GLOUCESTER,6764,12137,19283
51075,GOOCHLAND,4676,8448,13315
51077,GRAYSON,2068,4801,7121
51079,GREENE,3290,5569,9023
51081,GREENSVILLE,3135,1766,4926
51083,HALIFAX,7766,8694,16692
51085,HANOVER,18294,39940,59058
51087,HENRICO,89594,70449,162241
51089,HENRY,10317,13984,24963
51091,HIGHLAND,459,924,1413
51093,"ISLE OF WIGHT",8761,11802,20827
